Laranjeiras,Carapina,Camburi,Sua,VixCentro,Ibes,VVCentro,Cariacica
22.5417,15.6250,15.0000,18.2500,18.2083,15.5000,16.0000,16.3333
15.6250,11.3750,17.4583,23.5417,15.2083,11.6250,8.6667,20.9167
26.7083,17.8750,20.9583,21.5417,24.4583,16.4167,10.3333,36.4167
25.2083,20.5000,22.7500,22.0833,22.8333,16.4167,12.4167,32.7500
21.7500,17.2500,25.9167,21.7917,17.3750,11.5417,9.7500,21.8750
39.2500,24.6250,43.5000,42.6667,41.3750,40.4583,27.6667,54.4167
34.8750,18.5833,34.1667,25.7083,16.2083,28.7083,28.5000,37.3333
38.0000,18.2917,24.2500,33.0417,20.5000,31.7917,25.5000,24.1667
45.5000,22.2500,33.7083,50.2917,29.3750,45.0833,28.8333,46.0417
49.7917,19.9583,33.9167,39.8750,28.6250,38.9167,25.0417,45.0833
43.0833,18.1667,31.7083,37.1667,25.0000,34.5417,22.0417,48.1667
32.5417,15.9167,32.0417,22.5417,25.8333,23.2500,18.7083,44.2500
40.0833,16.5417,27.7083,24.5833,20.0000,23.2500,15.4583,44.1250
37.9167,13.6667,19.9167,29.5417,17.2917,33.1667,20.7083,32.9167
23.5417,18.7917,20.3333,18.5833,17.7500,18.7500,16.6250,23.5417
14.6667,10.1667,16.7500,18.6667,18.2083,22.3333,14.7917,32.9583
27.4167,15.9583,21.1667,22.3750,20.3333,21.1667,21.0833,35.7083
26.2917,14.7083,21.2500,24.6667,22.5833,25.7083,18.9583,39.9583
22.5417,24.2500,26.5833,20.0000,23.5417,21.4583,15.4583,46.3333
27.0417,16.7083,28.2500,16.4167,17.6250,18.8333,14.5417,27.0000
21.2500,12.1250,17.8333,18.7917,18.4583,18.3333,12.1667,21.5417
31.9167,11.5833,16.7917,28.6250,14.9167,20.9167,13.6250,17.5417
29.2083,12.5417,20.4583,29.3333,18.5000,28.9167,14.0000,33.2083
43.2083,14.6667,26.7083,27.6250,19.1250,26.9167,17.2500,37.1250
43.7917,13.0000,25.3333,33.0000,18.1250,34.2083,15.2500,39.5417
35.2917,16.4583,30.1667,31.5833,25.0000,26.3333,16.5417,39.0833
40.6667,18.0000,32.2917,40.9583,28.4167,28.3333,18.3333,40.5000
29.3333,14.0000,28.8750,20.4583,28.6250,18.5417,16.1250,27.5833
16.2500,12.7917,17.0833,22.7917,21.2917,16.8333,15.5000,22.9583
27.8750,18.9167,25.5000,41.2917,30.5417,28.0833,18.6667,35.0000
20.5417,16.8750,24.6250,27.3333,35.0000,23.8333,24.7500,58.4583
17.0833,16.4583,22.3750,25.0417,25.3333,21.9167,23.2083,31.2917
18.0000,18.8333,25.0417,28.2917,27.2917,25.0833,14.7083,30.7083
20.4583,21.4583,26.2083,35.0417,29.5417,28.0833,20.9167,43.8333
17.7083,12.4583,21.2500,22.7083,19.2917,22.2917,11.3750,19.0833
23.2500,15.4583,14.4583,23.8333,18.5000,22.6250,11.7917,17.7917
25.2083,16.1667,22.9167,19.8750,19.5833,23.4583,9.9583,31.2500
32.1250,20.8333,22.6667,27.3333,17.0000,26.1250,13.0417,40.3333
24.0000,15.0000,24.4583,25.1250,19.9167,20.7917,24.5000,29.0000
30.8750,16.5833,27.5833,24.7917,17.9583,28.8333,15.9167,36.5000
33.1667,16.8333,25.1250,27.8750,22.1250,26.0417,12.4583,36.8750
24.2500,15.2083,20.3333,21.0833,19.7917,23.2917,13.5417,35.9583
30.2083,13.6667,12.2917,30.6250,14.7917,26.0833,12.8750,21.3333
44.5833,20.4583,25.3333,40.1667,25.2917,36.9167,21.7500,45.2500
50.8333,25.6250,28.6250,52.2500,23.6667,57.7083,26.3750,50.1667
52.7500,26.5417,30.8750,47.8333,24.0417,49.5000,21.8750,56.3750
56.5833,27.2500,40.3333,54.3333,29.1250,53.2917,29.9167,46.5000
44.4583,25.8333,39.0000,42.6250,29.3750,35.4583,16.2500,41.5417
39.5000,19.7917,29.2083,39.7500,21.2083,34.6667,14.4583,36.6250
32.9167,13.8750,17.4583,29.7917,13.5417,25.8750,11.0417,26.8750
37.0000,18.1250,24.1667,33.6250,22.9167,26.1250,16.0833,48.4583
46.6250,22.4583,29.8750,43.3333,21.3333,33.9167,15.3750,51.0000
31.7500,17.7083,25.9167,28.0833,17.3750,24.5417,14.0000,39.8333
35.4583,18.2917,31.7917,26.4167,21.7083,25.7500,13.2917,46.5833
29.6250,18.5000,32.5833,29.8333,19.0000,22.2500,17.4583,36.2917
34.9167,16.5417,26.9583,28.7500,19.8333,19.0417,16.9583,28.8333
30.4167,17.9583,21.1250,21.1250,15.0000,12.7083,18.9583,26.1667
43.1250,24.1250,25.9583,35.2917,22.7500,32.6667,17.3333,50.0833
53.1250,26.7083,28.8333,41.4583,32.4167,34.7917,32.4167,47.2083
60.4167,32.0000,34.7083,59.7917,44.2083,40.8750,36.6667,50.0417
51.6667,30.2917,36.9583,47.2917,39.4583,37.8750,31.5000,51.4583
45.9167,23.6250,31.2500,37.2500,26.2917,42.0833,20.4583,47.7500
45.5417,21.2917,25.1667,27.1250,28.6667,25.5417,16.2500,39.6250
36.4583,21.0833,22.8333,33.3333,24.5417,27.3750,20.4583,20.9583
41.1250,22.1250,29.7083,36.8750,27.2083,32.0833,21.2917,40.7500
48.0417,25.8750,23.8333,36.0000,31.6250,30.3750,21.0000,50.2083
31.0000,20.1250,33.1667,32.2917,28.8333,23.5000,36.6667,47.0000
36.7083,15.7500,42.3333,21.5833,28.9167,27.6250,19.2500,54.7917
52.2917,19.9583,41.4167,33.2917,29.8333,35.8750,17.4583,59.6667
48.2500,26.3750,45.5000,33.2083,33.0417,38.1250,30.2083,46.7083
44.5833,25.2083,29.3333,26.3750,20.5417,19.3333,29.7917,32.9167
35.1250,18.3750,35.5000,21.1250,23.0833,25.3333,18.3333,46.0000
68.7500,24.1250,37.1250,31.9167,27.2917,30.9583,19.5000,53.8750
83.3750,34.3333,43.8333,32.9583,46.0833,38.0000,68.2917,59.7500
65.8333,50.3750,55.9167,45.9167,45.8750,40.1667,44.2500,60.7083
62.8333,55.5000,78.0833,48.0833,48.0833,52.0000,36.8750,84.7500
58.5833,44.6250,54.0833,66.9583,45.1667,57.2500,44.1250,52.2917
34.4583,31.3333,31.6250,29.7500,25.2083,24.5417,23.0417,24.5833
29.9167,28.9167,23.7917,22.7917,21.5417,17.4583,43.5000,36.4583
25.1250,28.3333,21.9583,23.0417,22.1250,17.6250,32.5833,49.1250
21.2917,22.9167,21.2083,21.0000,20.3333,18.0000,46.4167,34.7083
31.4583,22.0417,28.6667,29.5000,31.2500,20.4167,57.5417,41.7500
31.7083,21.1667,35.0417,24.8333,17.2917,21.2083,31.0417,30.2500
37.8333,22.5417,36.7500,34.4167,21.6250,30.6667,24.5000,36.5000
45.5000,30.2083,34.8750,46.5833,31.6667,49.2500,39.7917,43.0000
37.6667,25.2083,30.2500,28.7083,22.5833,28.2917,21.0000,49.4167
34.5833,21.8333,34.5833,27.9167,28.6250,26.3750,24.4167,48.6667
21.0417,25.2083,39.6667,33.0417,29.7500,24.4583,33.0000,43.1250
39.9583,31.4583,50.9167,30.7083,40.6667,34.5833,41.0000,58.1250
29.1250,18.5833,37.3750,22.7083,22.2917,23.1667,17.9167,28.9167
17.2083,20.7500,19.4167,16.9167,17.1250,14.7917,15.6250,30.7500
15.6667,20.5833,18.4167,15.3750,17.6667,14.3333,24.0417,35.5417
32.2500,30.2083,28.6250,28.3750,28.1667,25.7917,31.9583,55.5000
28.9583,32.9583,27.6667,28.9167,26.2917,31.3750,18.6667,61.0000
32.0417,18.6250,29.0833,24.5833,28.4583,23.7500,14.2083,33.4167
43.5417,17.7500,33.9167,21.7917,26.4167,21.8333,17.1250,46.7083
30.5417,27.9583,37.3750,26.8333,24.3750,23.8750,28.0833,44.9583
24.0833,23.8333,37.5833,25.5417,25.7917,25.5000,19.4167,35.4583
23.5833,22.5000,21.0000,24.0833,26.0833,23.4583,19.0417,31.5417
36.3750,30.3750,34.8750,22.6667,25.2500,28.7500,16.9167,41.5833
64.9583,27.7500,36.6667,29.1250,28.7083,30.7917,20.9167,44.0417
42.5833,23.7083,31.0833,25.4167,26.2083,24.5000,16.8750,44.7083
37.3750,21.7083,32.0417,26.2500,30.9583,25.8750,28.8333,31.1667
38.6667,22.7917,37.9167,23.3750,23.0000,23.9167,15.5417,33.1250
37.5833,18.2083,31.1667,20.9583,16.7083,20.3333,15.9167,29.7083
42.4167,16.0417,19.3750,22.2917,14.4167,18.0000,14.0417,18.3333
33.3750,19.9583,23.5000,26.0417,22.8750,24.9167,24.7917,38.8750
37.2917,18.7917,22.3750,20.9583,18.1667,25.2500,18.8333,36.2917
33.1250,30.2917,28.6667,24.6250,22.1667,28.5417,25.8333,49.4583
37.8750,20.6667,21.2917,22.5000,22.5417,21.1250,26.2917,37.2917
22.8750,17.0000,23.7917,15.9167,14.1667,13.0000,15.2917,29.7917
17.5417,17.3333,22.6667,19.2917,16.8333,17.2500,15.0000,37.2083
18.3750,18.0833,19.8750,18.2500,15.4167,15.4167,13.3750,21.9583
22.2083,14.2083,23.5417,19.0417,16.5833,14.7500,21.6250,40.1250
28.0000,18.5417,24.5000,22.4583,20.5417,23.5417,19.5000,52.2083
37.8750,25.8333,33.3333,34.5417,28.4167,28.3750,22.9167,61.4583
37.5417,31.8750,37.0417,55.6250,39.6250,53.4583,30.0833,97.9167
31.0833,31.0000,34.7917,49.1667,30.0833,48.5833,37.0833,71.7917
31.2083,19.9583,32.8333,29.2083,21.2500,20.9167,15.2500,38.4167
26.7500,16.6667,19.5833,14.2500,13.4167,14.0417,16.4583,23.5417
32.5000,26.1667,42.4583,38.3750,31.7500,31.2917,22.6250,58.9167
40.8750,38.0000,48.0833,40.4583,33.5000,42.9167,27.9583,83.2500
36.1667,36.9583,35.3333,36.2500,29.8333,27.4583,19.5833,82.7500
36.0417,36.7500,32.6250,35.3333,32.5000,34.9583,31.6250,69.5833
21.2917,24.0833,25.0833,20.8750,24.1667,18.0833,16.1667,37.2083
18.0000,27.0417,23.1250,24.0000,25.9583,20.4583,21.0833,39.5833
13.4167,23.2917,17.0000,15.5417,16.7917,12.5833,21.3750,36.3333
18.2500,26.3750,20.3750,18.3750,23.4167,16.9583,26.3333,41.3750
14.7500,22.6250,16.0833,17.7500,14.8750,14.4167,20.0833,32.1667
14.2500,19.0000,18.2917,19.5000,16.1667,13.1250,26.7083,27.0833
19.6250,36.5000,26.7917,24.3333,26.7500,23.4583,50.8333,42.7083
30.2500,27.9167,16.8750,16.5000,19.2083,15.5833,38.7083,40.1667
20.9167,30.3333,31.4167,25.4167,28.7083,21.2083,51.7917,44.8750
29.0833,38.8750,29.0000,27.5417,38.2083,28.4583,47.7083,66.7500
33.0000,31.2083,30.6250,33.0000,30.2083,32.3333,62.1667,54.7917
29.8750,30.4167,26.9167,24.5833,25.7500,21.9167,56.2917,42.1250
27.7500,28.8333,29.3333,33.1250,36.6250,30.4583,52.4167,55.6250
25.8750,30.7500,27.8333,27.6667,37.7917,26.0000,73.4167,48.6250
31.2083,34.4583,35.1667,31.6250,42.5417,31.8333,76.6250,57.2083
27.4167,34.4167,21.8333,22.0000,26.8750,19.6667,43.4583,45.9167
22.7500,32.4167,24.4583,22.3750,32.3750,30.1250,39.6250,56.9167
24.9167,35.6667,21.4583,39.5833,33.6250,38.0833,34.0000,56.0417
30.0417,37.5833,31.2500,72.2500,44.9583,53.5417,48.0000,58.2500
29.2500,31.9167,28.3333,71.4583,41.1667,47.2500,36.8333,51.2500
25.6250,32.0000,25.9167,57.7500,40.9583,42.9583,34.0000,60.2917
21.5833,28.7500,26.3333,51.3333,42.2083,41.8750,36.2917,62.6667
23.6250,30.4167,25.7083,41.7083,32.2083,35.2083,29.2083,50.1667
14.9167,18.2083,22.2083,20.7500,19.4583,21.6250,20.5417,36.0417
23.0000,17.3750,41.9583,22.5833,27.7500,26.5000,27.9583,42.5417
30.7917,30.1250,69.5417,40.2500,35.5000,47.1667,38.6667,67.2917
37.2083,34.8750,59.9167,42.4583,50.0000,47.0833,47.8750,78.5000
43.1250,25.7083,39.6667,26.7083,57.2917,31.5833,55.0000,58.6250
48.5000,27.0833,33.4583,40.6667,55.8750,29.2917,75.7500,53.4167
35.2083,20.8750,28.4583,30.1667,27.4167,26.4167,43.8333,38.9167
21.0833,15.3750,22.5417,22.7917,19.7083,18.2083,25.3333,38.4583
29.0833,22.8333,22.2917,29.3750,21.2500,31.9583,50.0417,42.2917
44.0000,17.5000,23.4167,19.8333,27.7500,23.2083,38.7500,40.5833
33.2500,19.0000,31.4167,22.9583,23.5833,33.4167,22.1250,44.6667
40.1667,30.3750,37.4583,38.1667,29.3750,73.7917,50.2917,71.6250
46.6250,31.0417,37.0000,32.0833,28.6667,39.3750,31.8750,60.3750
49.2500,34.8333,40.1250,21.7917,22.1250,31.0417,17.5417,52.7917
41.5000,23.5000,31.2500,29.5000,29.1250,35.8333,26.2083,50.7917
50.2500,29.7917,39.3333,31.1250,27.7917,39.9583,22.8333,73.7500
45.0833,29.2500,33.6667,24.8333,24.4167,26.5000,17.7917,69.0417
47.7083,19.4167,26.2917,48.3750,23.8750,37.5000,22.1667,30.1250
30.6250,17.3333,24.3750,23.1250,23.2917,39.8333,20.2083,47.2083
28.1667,21.8333,29.3333,22.3750,21.7083,31.2917,20.2500,47.4583
40.7083,21.9583,38.7083,21.8333,19.3750,29.6250,15.9167,40.5000
46.3750,37.5417,42.5000,40.5417,34.2917,51.2083,36.5417,49.9583
57.5833,35.2500,40.1250,44.5417,44.2917,58.0000,49.9583,70.0000
51.3750,39.3750,49.8333,43.3750,37.0417,55.0833,36.6250,70.5833
71.5000,38.8750,51.3333,48.3333,37.7500,43.0000,35.6667,66.4583
76.6667,38.2083,42.6667,38.2917,55.6250,56.2500,45.1667,80.7917
39.3333,19.8333,30.7917,22.9583,29.0000,27.5417,29.6250,52.2083
31.2083,16.3333,35.6667,19.2500,16.5000,14.8750,17.2083,27.1250
25.2500,18.7083,25.6250,23.7917,18.8750,26.7917,23.1667,36.5833
42.7083,21.1667,29.5417,23.7917,24.7917,33.6250,35.1250,62.7500
53.6250,55.1667,41.6667,47.0000,48.9167,55.2917,34.7500,86.2500
49.7917,36.2917,38.8750,46.7500,61.3333,53.1667,63.1250,67.9167
30.9167,34.0417,31.4167,39.4167,27.4167,46.8750,28.2917,60.0000
24.6250,37.2500,21.4583,25.5417,22.7500,26.7500,26.5417,50.5833
28.8333,33.3750,21.5417,27.5417,16.9583,30.5417,22.0000,47.6667
27.6250,21.4583,19.4167,22.5000,13.5000,28.3333,22.1667,34.0000
40.1250,29.4167,33.0417,35.3333,31.5833,54.3333,58.5417,55.5417
24.7500,21.4167,20.9583,20.1250,19.0000,16.7917,32.5833,37.6667
37.3750,31.6250,26.1667,23.0833,37.6667,21.9583,76.2917,45.0417
42.2917,35.4583,24.9583,20.5833,52.6250,24.6667,60.1250,57.5417
61.6250,48.8750,42.2083,38.1667,58.7500,36.4583,89.7917,67.2083
43.6667,33.4583,32.2083,32.4583,24.3333,32.7917,35.2917,50.5000
17.9167,14.3750,15.2500,9.8750,13.5833,13.0417,14.7083,20.9167
25.1250,23.0833,26.0000,17.2917,21.8333,18.2083,25.0000,37.2500
37.9167,34.0000,42.9583,39.0000,34.0000,40.8750,38.3333,56.5833
36.0833,34.0833,34.1667,21.5000,30.7917,32.4167,28.8333,56.0833
39.1667,26.9583,23.3750,19.4167,20.7083,24.8750,24.6667,44.4167
38.2500,35.2500,38.3333,33.5417,30.0833,36.0833,33.6250,50.2917
23.4167,32.8333,23.0417,29.2917,24.8750,27.7500,38.9583,47.7083
22.7083,22.1250,15.5000,24.5417,20.7083,22.5833,20.0833,33.0833
31.7083,16.6667,15.2083,19.5833,15.6250,18.7500,18.9583,30.1250
23.4167,20.6250,19.1250,20.5833,18.9167,21.2917,25.1250,35.7083
27.6250,26.6250,24.5417,32.3333,25.3750,26.5833,30.8333,45.0000
26.9167,26.9583,17.9583,27.3750,24.9167,25.6250,35.5417,44.7500
28.7917,22.0000,27.6667,25.2083,26.3333,25.3750,29.6667,40.2500
30.2917,21.8750,27.4583,24.0833,23.5833,24.6250,26.5417,45.5417
15.9167,10.2917,17.3750,15.0417,13.6250,13.2083,15.6250,19.6250
23.3750,23.3750,28.5833,23.0000,21.6667,23.4583,37.2500,39.0833
23.8750,21.0000,25.2917,21.1667,21.4583,21.1250,32.4167,41.6667
35.0000,28.9583,30.5833,26.6250,22.1667,26.0000,23.4583,45.7500
49.4167,34.4583,34.7500,32.3333,32.7083,37.2083,38.3750,59.3333
35.5000,28.2917,28.6250,36.1667,26.3750,23.8750,30.4167,47.7500
18.9583,18.2917,18.0833,22.7917,20.1250,24.1250,22.3750,37.2083
14.7500,16.1250,18.6250,14.2083,16.7083,15.2500,22.3333,26.6250
22.0833,18.5000,27.3333,20.3333,17.7917,28.7083,25.2500,31.7917
27.4583,21.6250,25.0833,30.5417,28.0417,30.3333,24.2917,48.7083
24.9167,20.5417,22.0417,21.7083,26.2500,26.2500,24.4167,39.0417
35.2083,20.0417,27.7500,23.2917,24.8750,25.2083,28.0417,37.3333
35.6667,24.7500,31.2917,28.8333,27.2083,33.5417,31.9167,45.8333
37.5417,23.5833,36.4167,31.3750,25.6667,29.6667,35.1667,46.9167
36.2500,21.0833,28.0000,26.8333,22.8750,28.1667,26.9167,35.3750
28.5000,20.0417,28.3750,23.3333,25.2083,23.7083,24.7500,38.3333
28.3333,21.2083,24.0000,22.5833,19.4167,22.3333,25.8750,36.7083
31.2917,19.5417,23.1667,26.8750,21.5000,22.0833,24.2500,40.0417
34.2500,21.4167,25.6250,28.2500,23.7917,25.4167,26.0000,36.6250
33.1250,24.0000,28.2500,27.3750,25.8750,27.6250,30.4583,52.1250
30.7083,23.4583,31.5417,25.5833,23.6667,26.9167,29.3750,47.7917
30.6667,23.7917,27.7500,25.9167,24.5833,27.5417,27.7917,42.7083
31.0833,27.3333,39.3750,29.6250,26.7083,32.8750,29.8333,41.1667
32.4167,23.0000,37.8333,23.8750,21.8333,21.9583,31.8333,42.2500
22.9583,18.6667,20.5000,20.0417,19.2083,21.1250,27.2083,33.2500
31.4583,29.9167,30.9583,35.5833,44.2917,39.3750,47.8333,71.9583
48.6667,23.0833,40.7500,35.9583,28.4583,34.7500,53.5000,43.7083
57.0417,34.1667,36.5833,54.1250,37.4167,39.0000,28.1667,62.1667
31.0833,14.0000,16.0833,22.5833,17.7500,20.3333,16.0417,21.5000
33.3333,22.0000,25.4167,29.2500,30.4167,31.4167,27.6667,49.2917
41.3750,31.8333,39.8333,47.1250,30.9583,48.3750,37.3750,58.7083
37.5000,20.4583,28.0000,26.4583,30.5833,30.6250,21.3750,48.0000
17.2917,14.4583,20.8750,16.6667,15.2917,17.5833,10.2917,28.9167
21.3750,9.4167,39.1250,20.2917,21.5417,22.4583,14.7917,25.9583
21.9167,13.5000,38.3333,18.5000,18.7500,18.9167,15.6250,28.2083
28.3750,18.9583,19.6667,12.5833,16.7500,16.9583,16.8333,25.6667
41.2083,18.0833,24.6667,26.5000,17.2083,28.7083,18.2500,36.0833
36.4167,19.0417,30.5000,25.5000,16.7500,26.3333,16.6250,41.4583
35.9167,20.6667,32.3333,23.8750,23.6667,21.3333,28.6667,45.7083
35.7500,20.4583,24.2500,21.6667,18.1250,24.5417,22.9583,43.2917
41.6250,21.3333,36.8333,26.4583,23.6250,28.0000,31.5417,38.6667
25.4167,16.6250,34.6250,21.7500,20.1250,21.3750,19.5000,22.8750
21.8333,15.7917,32.2917,17.8333,14.1667,19.5833,19.2500,18.9167
53.6667,23.7500,28.3750,30.4167,23.4167,38.8333,25.3333,41.9167
50.0417,22.6667,32.8750,26.9167,22.2083,32.8750,30.7917,44.2500
55.4583,23.4583,37.4583,29.0417,22.4583,34.6667,26.2500,47.0000
60.6250,28.0417,33.8333,35.8333,25.2500,40.4583,28.9167,43.7083
36.2917,23.2917,43.5000,28.4583,25.2917,25.6667,27.6667,39.0417
42.2500,19.0000,34.6250,27.2500,19.2917,25.9167,18.2917,34.2917
49.7917,22.5417,30.0000,36.1250,23.1250,35.4167,32.2500,23.6667
38.4583,24.8333,30.0000,30.9583,35.6667,34.8750,26.5000,47.7500
31.6667,28.3750,35.5417,29.4167,32.0417,37.6250,24.5833,46.6250
36.0833,21.3750,30.9583,32.5417,28.5000,39.7083,27.2083,35.6250
31.4583,23.3750,35.2917,30.3333,31.1250,36.4167,23.8750,56.8333
39.6667,26.2083,43.2083,32.5000,39.4167,46.8750,31.4167,46.7083
43.2500,22.1667,39.7917,24.2083,18.1250,30.7917,23.4167,34.0833
51.0417,26.7917,29.5000,32.5417,20.0417,35.2917,29.7083,33.4167
57.7917,32.5417,29.3333,30.4167,31.7500,31.2917,27.7917,46.9167
35.8750,24.5000,21.6250,23.5000,25.2083,26.4583,21.6667,33.5000
32.2917,19.1667,23.3333,24.4167,31.9167,25.8333,22.8333,44.9167
40.0417,27.1667,33.9583,27.5000,33.1667,26.5000,30.9167,45.9583
36.4583,23.9583,41.8333,24.4583,22.0417,25.2500,17.8750,39.7083
45.6667,26.7917,34.0833,24.7917,27.2500,28.1667,29.5000,45.9167
41.6667,29.2500,33.3333,37.7083,33.5417,32.1667,31.4167,33.9167
43.5417,36.2083,31.6667,38.3750,35.7500,39.3333,32.1250,65.2083
20.4167,6.5833,8.6667,11.6250,11.0000,7.0000,13.5417,16.6667
23.1250,18.6667,27.3333,31.9167,25.0000,23.7917,20.0417,49.3333
13.8333,12.5833,16.5417,16.1667,15.8750,11.1667,11.6667,18.1667
23.5417,20.9167,22.8333,23.2500,23.8750,56.8333,18.0417,53.1667
19.6667,16.3750,23.9167,17.0833,19.5417,19.7917,13.0417,20.7500
21.5417,16.0000,24.9167,24.4583,16.0833,23.6250,17.5000,21.8333
37.7917,21.4583,23.9167,37.0000,24.3333,36.9167,24.1250,38.5417
37.7917,18.5833,24.3750,38.9167,22.2500,30.2917,19.3333,37.3333
43.9583,20.9583,27.3333,32.7500,22.2083,30.7917,26.9167,37.0000
50.2083,25.5417,28.6667,38.1667,24.4167,38.5833,27.4583,45.6250
48.5417,21.2500,32.8750,38.3750,24.3750,41.1250,28.8750,43.7917
53.7500,24.9167,37.0417,43.4583,35.7500,36.7917,40.4583,46.3333
45.2917,20.1250,22.9167,34.8333,21.3750,28.3750,26.0833,29.3750
45.5417,22.5417,23.5417,27.0000,21.4583,24.7917,25.6250,34.3750
25.6667,23.5417,20.0833,27.2500,25.3750,21.0417,20.0000,49.9167
30.0000,17.4583,23.5833,19.9167,22.3750,25.4167,23.8750,21.5833
41.3750,22.7083,31.5417,33.9167,20.8333,35.3333,38.0000,45.2917
40.2083,24.1250,21.6667,28.8333,29.5833,31.6667,25.1250,72.9167
38.1250,29.9583,47.0417,36.9167,32.2083,42.6667,33.5417,51.1667
34.7917,20.6250,17.5417,24.8333,25.0833,26.4583,22.5417,33.1667
30.2917,18.8333,17.6250,23.5000,24.9167,26.2917,19.5833,40.4167
18.3333,17.5833,19.5417,22.4583,24.7083,19.6667,22.6250,32.2917
20.3750,18.9583,25.5833,25.2917,28.3333,29.5417,48.6667,30.4167
26.1667,19.9167,29.4583,22.6250,25.4167,21.7917,37.4583,39.5417
37.0000,19.3333,35.3750,31.2917,24.5417,29.9583,26.5417,44.1250
46.4167,30.0417,22.4583,35.0417,35.7500,40.1667,34.7083,62.3750
15.9167,13.7500,17.8333,20.9583,19.5833,16.2917,14.8750,19.7500
25.3750,14.1250,19.7083,16.8750,22.2083,18.8750,15.6250,28.3333
39.3333,18.8333,25.2917,32.1667,23.7500,29.2083,22.5417,31.2917
37.3750,16.6250,26.5833,29.6250,24.2083,33.1250,34.5000,31.9167
38.0833,16.3750,26.9583,30.2083,28.1250,26.4583,27.2083,33.9167
45.6667,17.5417,36.0417,32.8333,22.3750,33.9167,21.1250,39.7083
35.7500,18.6667,29.4167,30.0833,21.2500,29.3750,24.8750,21.8750
35.8333,23.4583,27.7917,25.4167,20.2917,26.0417,23.5000,25.8333
33.3750,27.3750,19.7917,32.3333,31.8750,30.5000,25.9583,53.5417
37.6667,21.6250,43.6667,35.1667,32.0000,35.3333,38.5417,38.7500
35.5833,17.9583,40.0417,22.1667,18.6667,25.2917,22.0000,37.5000
40.2917,17.8333,36.0833,37.6667,15.7083,35.0833,35.7083,29.5000
30.0000,16.0833,34.7083,18.3333,15.2083,19.5417,22.0833,24.6667
20.8333,25.0833,22.3750,24.0833,24.3750,21.0417,16.1667,37.9167
16.4583,10.6250,22.7500,26.2083,21.8750,18.4583,14.6250,23.0833
27.1667,13.2917,21.2083,24.9167,18.5833,22.2083,16.8333,19.3750
32.9167,18.2500,26.1667,31.5417,24.8750,24.5833,25.5417,34.2917
40.7917,29.2917,21.0000,26.6250,30.1250,35.3750,34.0417,58.2917
33.9167,19.2500,34.2917,30.5833,27.5000,28.7083,34.7083,39.9167
22.0000,13.8750,14.5417,18.0417,15.5000,14.4167,23.1667,30.2500
24.5417,16.3333,19.9167,21.3750,21.1667,18.0417,19.3333,33.1250
17.8333,16.6667,18.9583,18.0417,18.8333,16.5833,15.8333,23.2500
13.9167,13.2083,9.9583,18.1667,17.3750,14.2917,13.5000,21.1667
23.5417,22.2500,23.5833,28.2917,28.5000,38.5000,27.4167,46.7500
30.6250,18.7083,36.9583,25.2917,27.0417,31.1667,25.4167,41.2500
40.0833,18.5833,32.2500,32.3333,24.9583,29.6667,30.5000,44.4583
39.3333,19.5000,23.5833,29.5000,24.6667,30.2917,27.5417,57.1250
36.0417,29.8333,30.3750,34.6250,30.8333,29.7500,31.5833,47.7917
31.9583,21.5833,20.2917,22.0833,20.7917,25.2500,19.9167,32.3333
30.0000,24.5833,34.1250,33.8333,32.0833,30.9583,36.5000,44.7500
52.6667,21.2083,28.8333,27.8333,24.4583,28.9167,38.7917,45.2500
48.1250,22.6667,38.6250,34.3333,24.4167,32.5417,30.6667,27.2500
52.0833,21.7083,31.0833,31.5833,15.9583,31.4167,33.5833,21.8333
46.0000,20.7500,31.2083,32.8750,23.2500,32.2917,27.2500,33.9583
15.6250,12.1667,12.8750,16.1667,13.8333,12.8333,14.5417,23.0000
14.2917,8.4167,9.5000,12.3750,11.7083,11.7500,12.1250,13.8750
21.1250,18.6667,16.6667,21.2917,21.4167,16.7083,14.8750,39.4583
32.1667,18.6250,25.3333,23.9583,20.0833,22.6667,22.0000,36.5000
32.3750,20.2083,27.0000,28.1667,23.8333,26.9167,28.4583,37.7083
33.2083,24.0833,30.1667,29.7083,34.7917,30.7917,25.8333,56.1667
21.5833,17.5417,16.5000,19.2083,21.5833,17.6250,19.0000,34.9583
11.6667,6.7917,9.0000,10.1667,14.9583,7.7500,7.4583,8.9167
14.6250,10.5833,12.1250,14.9167,17.0833,10.8333,11.0000,17.8750
16.2917,17.7500,17.2500,17.4167,19.9583,14.0000,13.1250,16.7500
16.6667,14.0833,22.6250,20.9583,24.2500,18.0000,16.1667,14.3750
31.3750,20.9167,39.3333,35.8333,27.6250,32.0417,27.2917,18.0417
36.9583,20.2083,35.4167,34.2917,29.5833,32.4583,31.7917,30.6250
42.6250,20.5833,44.7500,34.1250,32.5000,32.1667,30.3750,37.1667
49.2917,21.6667,38.9167,28.8750,24.3333,28.4583,28.4583,48.2917
34.9583,14.8750,20.7917,21.0833,22.8333,19.1667,19.1667,34.6250
57.3333,20.7083,23.0000,32.0000,20.2500,34.5417,30.8750,40.6667
41.9583,17.9167,16.9583,21.6667,23.1250,18.4167,17.7917,38.5000
24.6667,20.0000,19.1667,20.1667,20.2083,17.2500,15.4167,33.9167
33.8333,19.5833,37.7917,31.7083,34.0000,28.3333,24.3750,42.7917
