Laranjeiras,Carapina,Camburi,Sua,VixCentro,Ibes,VVCentro,Cariacica
30.6250,17.0833,40.0833,19.6667,25.4167,20.1667,18.5417,34.6667
27.2917,14.1667,32.3750,22.7083,21.1250,17.9167,19.5417,26.8750
32.0417,13.5417,19.0417,23.1667,19.5000,20.1250,18.5000,33.2500
16.2083,20.6667,21.3750,17.9583,30.0417,29.0833,26.0833,50.2083
18.0417,28.3750,20.9583,16.7500,25.0833,26.4583,26.4583,43.6667
22.5833,30.2083,33.3750,23.7500,35.5833,39.2083,29.9583,63.5000
18.0833,34.7083,25.7500,23.8750,28.3333,31.3750,44.0833,46.9167
10.2500,11.9167,12.0833,15.1667,10.5833,12.2917,12.5417,20.1250
27.8333,35.9167,34.6250,29.3750,25.9583,22.7917,27.5417,46.2500
27.5417,28.4583,26.8750,25.1667,24.5417,22.7083,29.2500,48.8333
24.1667,26.3333,27.7083,28.5417,32.0417,23.1250,34.1250,56.2917
20.7083,27.9583,30.7500,22.0417,32.2083,23.9583,39.0000,57.6667
24.6250,30.9583,30.9583,24.5833,34.6250,42.7083,30.7500,51.7083
20.7083,20.5417,27.7083,21.0000,28.3333,26.6667,26.7917,43.7917
16.1667,16.5833,22.0417,23.0833,13.8750,11.5417,20.0833,29.6250
18.5833,18.5417,19.7917,18.3333,12.9583,18.9167,20.7083,26.7083
11.2917,10.0833,9.0000,8.4583,6.2500,8.6667,8.6667,15.6250
16.5417,12.3333,10.2500,11.2500,5.6250,9.8333,10.5833,15.5000
12.7500,14.9167,13.6667,14.7500,12.5417,9.9583,16.5000,32.5833
22.6250,41.9583,23.7500,23.3750,27.9583,23.1250,31.5833,50.1250
20.6667,21.2917,13.7500,17.0000,14.2083,18.1667,21.1250,27.1667
19.0417,41.1250,20.3333,23.7500,16.7917,22.6667,34.9167,55.1667
16.1667,48.9167,16.4167,21.7500,17.3333,31.1250,32.5417,58.4583
13.3750,19.3750,15.7500,17.7083,14.2500,16.4167,16.9583,35.4167
22.4167,18.5417,23.9167,18.6250,19.9167,18.0417,22.1250,37.3750
22.5417,35.4583,23.7083,24.6250,29.8333,24.4167,29.4167,47.4583
29.0417,54.4167,48.5000,52.3333,41.7917,54.7917,44.6250,61.2500
28.8333,52.2083,45.1250,34.5000,33.0000,39.2500,42.6250,68.7500
26.4583,42.3750,34.2917,24.0833,33.9583,27.5000,32.4583,64.8750
19.9167,31.7917,22.1667,27.4583,25.7083,27.4583,27.7917,43.3333
16.6667,32.9583,22.6250,21.2500,29.0000,27.3333,30.4167,54.7917
20.0000,17.5833,26.0417,21.5000,25.4583,16.3750,25.7083,33.2083
20.8333,44.2083,44.2917,29.9583,30.6250,34.3333,34.0417,51.9167
22.6250,30.7083,24.5000,26.0417,25.7083,27.2500,33.4583,51.4583
24.0417,28.6667,26.9583,27.4167,31.3333,25.4167,28.0000,50.5833
19.7083,17.9167,21.5000,24.3750,23.2917,22.1250,26.4167,30.5417
17.0000,14.6667,32.1250,22.6667,26.0000,16.6250,15.1667,25.3750
17.4167,14.9167,18.8333,25.9167,22.7917,16.9583,14.9583,24.7917
13.2917,12.5000,20.7083,18.0417,15.6667,13.8333,14.1250,11.4167
14.0000,10.1250,16.3333,18.0417,17.4583,10.3333,9.9167,16.4583
21.6250,18.4583,22.2917,21.8333,20.6667,14.0000,13.7500,20.9583
44.3750,20.7500,45.4167,27.0000,20.8750,24.2083,20.3750,22.4167
47.0833,20.7500,49.4167,31.7917,22.7500,30.2500,26.9167,33.6667
47.1667,23.6250,44.2083,28.2083,21.3333,29.7083,32.3750,41.6667
54.5417,18.7917,27.2083,36.1667,19.1667,33.5833,26.6250,24.8333
49.3750,20.0833,27.9167,34.7083,24.2083,31.7500,22.1250,49.7083
47.8750,20.7917,30.6250,33.4583,23.2917,32.2500,22.1250,48.8333
50.1667,19.7500,31.6667,28.0833,23.2917,26.0417,19.1250,41.1667
48.2917,29.2500,32.7083,31.6667,26.6667,22.8333,33.1667,37.9583
61.2083,30.5000,42.1250,40.7083,25.2917,39.7917,47.1667,45.8333
45.5417,25.2500,31.3750,37.3333,25.7500,34.2917,35.6250,50.1667
27.2083,25.0000,21.5417,20.7917,20.6667,20.2917,20.2083,28.2500
21.9583,18.7500,17.2917,23.3333,21.1250,13.6250,14.5417,38.3750
19.0000,23.2917,16.6250,20.9167,21.7500,13.8333,14.5833,31.7083
34.5000,25.5000,34.7500,31.5833,32.2500,24.1667,22.7083,38.1250
62.0417,27.0833,37.0417,32.6667,24.5833,31.4583,37.2083,53.8333
59.0417,36.6667,39.0833,58.4583,36.0000,52.7083,44.6250,62.9167
57.7500,23.6667,30.2500,33.4167,24.5833,33.0000,29.5000,39.0000
50.6667,24.5000,26.3750,53.8333,34.6667,34.2083,34.7500,27.2083
32.7083,17.8333,18.5417,22.9167,21.3333,21.2917,20.0417,50.2917
22.1667,14.0833,17.8333,19.7500,24.7917,17.3750,15.2500,59.7083
15.2083,24.6667,23.2083,26.7917,24.4583,18.5000,16.5833,62.1667
31.2917,24.1250,39.5417,38.5833,28.4583,36.4167,31.0833,57.5417
48.3333,21.8333,52.6250,32.2917,20.2083,30.8333,25.2500,46.2917
52.7500,22.7500,34.5000,35.4167,21.2500,31.7500,24.7083,34.9167
52.3750,19.1250,24.7500,25.8333,17.3333,26.1250,31.4583,23.0833
67.3750,27.7500,31.8750,39.9167,24.6250,34.5000,30.8333,54.3333
46.6667,27.0833,30.6667,36.6667,23.1667,31.6250,37.5417,48.5417
23.5000,28.5833,26.0000,23.4167,27.8750,19.7917,18.0417,44.0000
26.4583,20.2500,29.3750,29.4583,31.2917,26.0000,19.6250,41.1250
32.7500,19.5417,35.2083,24.4167,23.4583,20.0417,20.3333,40.5000
19.2917,23.3333,23.4583,20.8750,20.7917,15.8750,19.2917,32.5833
16.7500,22.9167,16.2500,19.1250,17.8750,14.7083,24.2917,35.8333
32.0833,20.2083,28.1250,23.7083,16.2083,23.4583,24.7917,40.7917
54.8750,22.7500,32.3333,27.2500,21.2500,29.6250,25.8750,45.0417
38.1250,18.8333,29.3333,29.7083,24.2917,24.3333,22.1667,45.8750
40.8333,19.4583,33.4583,26.3333,27.0417,28.0000,23.3333,52.4167
43.8750,28.7917,33.1250,21.1250,25.8750,25.9167,20.6250,40.8333
25.9583,18.6667,30.7500,19.0833,20.8750,24.5417,18.4167,29.5000
28.3750,20.0833,20.7500,40.0833,28.2500,30.7500,28.1667,28.6250
20.0417,14.7500,13.8750,18.0000,20.1667,16.2083,15.4583,39.5833
34.9167,30.9167,23.9583,28.5417,29.4583,30.2083,27.4583,59.4167
28.3333,34.7083,26.2083,36.0417,27.6250,33.2083,31.4167,58.1250
25.4167,23.0417,30.0417,23.1667,23.2917,16.5417,48.0417,37.3333
36.8750,31.9583,26.7083,33.2083,28.4583,30.2083,48.7917,55.6250
25.3333,26.5000,23.1250,30.4583,28.3333,32.1667,23.5417,45.8333
26.9167,12.5833,22.4583,10.2917,7.8750,11.3750,11.1667,9.9583
33.1667,17.6250,14.6250,24.1667,19.2917,22.1250,20.2500,28.1250
24.1667,18.4167,22.3750,22.3333,18.6250,19.1667,20.2500,24.5833
34.4167,32.0000,22.6667,24.9167,21.2917,18.2500,42.3333,41.8750
31.5833,30.7500,26.0000,31.5833,29.7917,25.6250,46.6250,45.3333
24.7500,28.5417,26.4583,33.7500,27.2917,32.9167,19.8750,51.0000
28.2917,24.9167,31.3750,26.7917,26.3750,27.3750,26.0000,35.8333
27.9167,19.1667,17.7500,21.1667,12.7917,22.9167,15.7917,19.2500
42.8333,16.5833,19.5833,25.0417,19.4167,26.6667,16.5000,35.9583
33.3750,21.2083,19.8333,19.0833,18.7917,21.5000,16.0000,26.6667
31.5833,20.2500,23.3750,25.5000,22.5417,23.8750,15.2083,37.8750
30.9167,25.1250,27.0417,31.6250,28.7500,30.7500,18.4583,57.6250
24.7917,38.8333,30.8750,40.1667,31.3333,44.4583,30.1667,59.3333
23.6250,29.4167,33.2500,32.5000,27.8333,23.2500,44.7083,43.5833
16.5417,22.0417,21.1250,17.5833,16.0417,12.3750,20.7083,36.4167
17.5833,38.7083,24.5000,34.8333,23.0000,26.0833,28.2500,51.3750
27.0833,25.5000,25.2500,22.9167,25.4583,26.4167,18.2500,41.6250
30.3333,29.6667,29.4583,21.3333,27.9167,30.3333,21.0417,61.2917
28.3750,24.3750,33.1667,24.2083,24.7083,27.5417,17.9583,61.0000
32.3750,16.4583,37.0833,19.6667,22.7917,21.2083,17.0833,40.2083
21.6667,33.4167,18.1667,24.4583,20.3333,16.3333,42.5833,35.8333
17.2917,20.7083,21.5833,19.7083,15.1250,20.1667,20.6250,33.8333
36.1250,20.2083,23.7083,29.4167,21.2917,38.1667,28.0833,42.1250
42.0417,24.2917,26.4583,21.8750,22.3750,22.0000,16.8333,41.7917
33.2917,21.4583,27.7917,23.5000,20.0833,20.0833,19.2917,39.0417
40.7500,21.8750,27.8750,21.8750,23.0833,24.7917,16.2500,39.2083
38.3333,23.7917,34.5833,38.1250,22.3333,37.5000,24.6667,42.4167
49.2083,42.6250,40.7500,32.9167,29.5000,33.3750,26.9167,52.8750
54.3333,26.6250,31.9583,38.0000,21.8333,39.6250,32.2500,28.3750
57.1250,29.8750,36.2083,52.0000,33.3333,50.5833,36.7917,52.6250
53.1667,30.5833,41.1667,64.4167,35.5000,55.2083,39.5417,52.0417
41.2500,26.3333,39.0000,35.1667,31.4167,32.7083,29.3333,49.5833
49.8333,26.0833,33.1250,28.8333,30.8750,29.5000,24.1250,46.7083
33.0833,31.7083,54.7083,29.5833,24.2083,15.7500,50.0000,47.1667
35.5833,31.9167,22.9583,20.0833,21.4583,17.2917,33.1250,42.1667
29.0833,23.2917,20.6250,18.7083,17.5000,12.1250,19.9583,31.1667
30.0000,24.2500,18.2500,21.5833,22.4583,21.6667,20.1250,42.5000
35.2500,26.0000,20.0417,26.5417,24.7083,19.4583,23.2917,40.2500
33.5000,29.6667,23.0417,23.5000,27.0417,16.4583,30.2917,43.1250
34.6250,22.8333,25.5000,24.3750,26.9167,18.3750,29.4167,37.2917
25.9583,22.7500,27.8750,32.3750,18.2500,29.7917,24.7500,34.5000
26.3750,30.3333,26.6667,27.7083,19.9167,24.0417,24.0833,39.8750
27.7917,27.5000,27.6667,35.4583,24.4167,33.0417,24.9167,41.7917
30.5000,29.5833,26.6250,28.0833,18.7500,26.5833,22.5833,43.2500
30.7917,34.2500,29.3750,32.1250,25.0417,32.2500,30.5000,45.1667
42.3750,22.8750,23.8750,19.1667,23.9167,21.2917,24.2083,38.7500
38.5000,35.6250,37.1667,30.5417,38.0833,30.4167,34.9167,61.9583
20.9167,22.0833,32.0000,21.2500,28.5417,24.4583,23.6250,46.6667
17.7500,22.3333,19.0000,22.8333,17.0417,18.9583,25.8750,32.4167
17.3333,16.5833,16.3333,18.9167,18.0000,19.2917,16.8750,34.3750
24.8750,26.1250,26.4167,26.5000,24.7500,27.7500,26.2500,45.9167
24.2083,19.8333,17.6667,26.5417,23.7917,24.5000,28.4167,43.8750
30.4167,25.6250,23.1667,27.8333,23.0833,25.5000,27.5833,40.7500
29.6250,22.5833,24.7917,25.9167,19.9167,24.5833,27.4583,37.4583
36.6250,28.2500,25.6250,26.5417,23.5833,31.1667,25.8333,42.0000
29.0833,30.2500,27.7500,24.1667,29.5833,24.9167,31.7917,47.1250
19.6667,12.5000,18.6667,17.6250,17.1667,18.7500,14.6667,23.2500
21.5833,18.2083,21.8333,24.5833,20.7500,19.5833,21.1667,36.4167
26.5833,28.1250,31.4583,32.7500,24.3750,27.5417,33.9583,40.4583
23.5000,18.3750,22.0417,23.1250,22.5000,21.5417,24.4583,30.7500
16.8750,12.2083,15.8750,17.4167,14.7917,18.4583,17.4583,26.8333
22.5417,18.6667,23.2083,20.7917,24.5000,22.1667,18.7083,37.4167
21.2917,14.9167,25.2500,18.8333,24.4583,20.6667,28.7083,35.8750
24.4167,17.7083,23.4583,20.1667,19.9583,19.8750,22.0833,30.3333
22.7917,24.7917,30.2917,24.3333,24.2500,25.4167,28.3333,43.2500
24.4583,23.9167,32.2500,28.6667,21.6667,30.2083,24.3333,44.7083
23.2917,27.4583,28.4167,22.7500,26.5000,19.7083,20.3750,44.0417
25.7500,26.5000,28.5000,28.0833,24.8333,28.6250,31.6667,44.8333
35.8333,21.8750,28.0417,25.1250,23.0833,26.8750,23.8750,44.0417
6.0833,17.2500,19.5417,16.5417,17.7917,18.0833,17.3333,29.0417
11.4583,15.6250,24.0833,20.3750,20.4167,19.6667,20.7083,34.2500
32.0833,27.8333,31.3333,26.5000,27.1250,27.3333,29.6667,41.4167
28.5000,21.5417,22.7083,28.2083,22.6250,24.5417,30.7917,34.9583
30.5833,29.8750,28.9167,36.0417,26.6250,37.2917,30.6250,47.2917
35.3333,22.8333,27.5000,32.8750,29.2083,24.0833,31.4167,38.5000
38.6667,28.1667,23.9167,26.8750,23.7083,35.6667,22.9167,52.5833
29.3333,22.1667,22.9583,26.5000,21.5417,28.4583,29.9167,46.0000
33.7917,26.2500,26.7500,30.4583,25.3750,24.1250,21.5000,38.4583
33.8333,24.4167,29.8333,32.0833,27.6250,26.7917,32.2083,39.5417
35.0833,24.3333,37.1250,25.0000,25.6667,24.6667,23.0000,42.9583
29.2917,27.5833,27.2917,31.1250,26.3750,27.2500,33.7083,50.3750
30.8750,26.3333,20.2083,22.1667,27.5833,19.9583,26.1667,48.5417
26.7500,18.1250,35.3333,25.4583,23.0000,24.2083,27.1667,29.8750
25.0417,21.2917,28.6250,24.7083,24.0833,24.0417,33.4167,37.2083
31.1250,19.8333,23.0833,21.9167,25.0000,23.8750,27.4583,39.1667
38.2500,25.9167,37.5000,29.4167,23.1250,30.4583,35.7917,42.3750
36.8750,30.5833,29.5417,35.3750,26.6250,26.1667,30.4583,39.1667
30.3750,23.7500,22.5417,28.0000,21.4583,28.8333,26.7917,38.1667
28.4583,23.0000,29.3333,22.5833,21.4583,23.2917,28.5417,36.7500
38.5000,23.7500,28.8750,35.4167,30.4583,32.7083,35.3750,39.1250
40.9167,20.1250,24.9583,29.0417,22.0833,34.8333,26.0833,41.2500
25.3333,28.7917,27.5000,27.1250,23.1667,28.6667,33.8333,47.1250
25.2500,19.7917,23.8750,24.7500,21.1667,19.6667,22.7917,32.0833
25.1250,21.0833,19.2917,26.7083,22.1667,33.7083,25.4167,34.0000
22.5000,25.3333,26.9167,24.3333,25.4167,27.5417,26.3750,41.0417
26.0000,23.2500,29.7083,27.8333,25.0417,29.2500,26.3750,40.5833
27.7500,22.0000,27.2083,27.3333,26.0417,24.3750,28.3333,42.8333
26.7500,20.4583,33.0000,20.7917,20.6250,22.5417,21.7917,31.3750
21.9583,21.5833,24.4583,21.8333,22.0417,25.3750,22.9167,41.0417
27.8333,21.8333,25.5833,24.0417,25.3333,22.5833,32.0000,38.8333
34.3750,21.1667,26.7917,22.8750,19.7083,23.6250,21.8333,42.5417
22.3333,20.2917,26.7083,20.2083,19.0417,20.0417,18.5833,33.6667
19.5833,20.2500,23.6667,22.1667,18.5833,23.1667,23.4583,30.6250
29.1250,24.5833,28.4167,25.1250,23.2917,20.1667,31.3750,36.6250
26.3750,22.2500,25.9583,28.2083,25.1250,29.4167,20.8750,35.6250
25.9583,24.9167,37.7917,26.9583,26.4167,30.1667,25.2083,48.2500
31.1667,19.7083,25.1667,24.3750,22.3333,26.4167,26.2500,41.0417
36.9583,25.8750,28.1667,25.9167,23.0000,28.6250,27.7500,36.6667
39.0000,22.7500,26.6667,33.0833,25.8750,38.8750,33.1250,47.7500
24.2917,20.4583,26.4583,29.8750,24.5000,27.1667,23.2917,40.5417
26.7500,23.5417,28.8750,23.5000,24.2500,23.3333,28.7083,31.4167
20.0833,30.0417,33.4583,30.2500,32.9167,29.6667,29.7917,56.0417
17.6250,20.7917,23.6250,23.6250,21.1250,23.7500,22.8750,47.1667
23.1250,20.5417,22.4583,28.0000,23.4583,24.3750,28.1250,34.4583
17.9583,19.1667,18.5417,22.7083,22.7083,20.7500,25.1250,37.4167
34.9583,23.2083,31.9583,25.7500,27.0417,29.9583,34.0000,47.8750
40.8333,22.3333,34.7917,32.1250,22.9167,31.3750,29.6250,40.2500
41.3333,27.7083,37.6250,29.5000,28.7500,29.1667,35.7500,43.5833
37.4583,32.3333,34.5000,31.5833,26.9167,32.3750,39.2500,43.7917
31.1667,28.4167,28.9167,23.5417,20.9583,28.3333,22.4583,48.6667
27.1667,22.1250,38.7500,29.0417,24.9167,26.7917,27.3333,41.2083
41.8750,26.7083,30.5833,30.6667,28.0417,36.6667,30.7083,42.5833
37.9583,26.5000,27.9167,27.7500,27.9167,30.0833,27.1667,45.0417
29.6250,19.8333,26.4167,25.3750,21.2500,26.3750,19.1667,33.7500
40.0833,26.0833,25.7917,30.7917,27.9583,30.0417,26.2917,50.2083
27.5833,20.8750,30.6250,31.4167,26.1667,25.4167,23.6250,35.3333
38.9167,27.4583,35.9583,34.9167,23.3333,29.1667,25.1667,35.1667
31.0000,29.7917,35.6667,32.9583,28.9167,31.2500,26.5833,44.0833
35.8750,24.3750,30.8333,28.7917,23.7500,34.1667,29.0417,42.7917
34.7917,23.7500,33.2083,33.5417,26.3750,35.7500,29.6250,45.5000
31.0417,31.1250,33.0833,30.7083,25.2917,27.5417,29.0000,44.0000
40.6667,25.2083,26.9167,27.6667,28.2917,31.5417,34.3750,41.5833
37.5000,29.1667,31.5417,33.2917,28.9167,26.7083,34.4167,47.5833
36.5417,30.4583,28.0833,31.1250,26.2083,34.8750,29.0417,48.0417
28.3750,21.9167,25.1667,21.6667,20.4167,23.0833,29.4167,43.6667
32.2917,24.5417,36.2917,24.6667,30.3333,23.7917,32.0833,51.2917
37.5417,22.1250,26.2500,29.2500,27.8750,30.3750,27.8750,38.2917
29.5000,28.5000,26.3750,28.2917,21.0833,26.7917,27.9583,42.2083
33.0417,22.7917,30.5000,24.7500,23.4583,26.5000,29.3333,47.1667
29.9167,21.4583,21.7500,25.7917,24.2917,26.0417,35.5833,44.1667
39.4167,27.0417,30.7500,27.6250,26.3750,26.9167,30.1667,50.1667
30.0000,19.9583,23.8750,26.4583,22.7500,26.4583,27.8333,37.9583
35.3333,19.1250,29.2083,27.3333,21.6250,24.0000,23.6667,40.0000
36.3333,22.5000,28.0833,30.8750,26.7083,29.1250,23.4167,45.9167
37.1250,32.9167,35.8750,33.5000,31.5833,28.9167,32.9167,55.1667
30.9583,26.1250,34.7917,25.3333,28.2083,26.3750,27.5000,49.7500
34.1250,27.2083,33.0833,24.9167,23.5000,25.2917,24.5833,50.3333
26.7500,27.9583,31.7500,25.8333,26.7917,27.3750,28.2917,45.0833
30.2917,24.0833,24.4167,23.0833,22.7917,21.4583,22.2500,46.8333
31.2917,22.7917,28.4167,27.7500,24.6250,28.4167,25.1250,46.3333
39.5417,25.2083,29.7917,26.2083,26.7500,29.4583,26.9583,45.8333
30.2917,27.1250,30.7083,27.5000,28.0000,24.7917,27.2083,43.0000
31.8750,27.6250,27.6667,28.8333,23.6250,23.0833,33.8750,47.0000
32.5833,24.7500,26.5417,23.7917,25.8333,24.8750,27.2917,42.0417
39.3333,20.3333,27.0417,18.4167,22.2917,22.8750,28.1667,41.8333
26.7500,20.4583,24.0000,22.4583,18.0417,20.8333,18.7917,34.7083
34.2083,24.6667,25.7917,30.9167,31.2917,34.6667,35.0833,54.4167
31.9167,24.0000,30.6667,26.5000,26.2500,22.6250,23.8750,40.5417
32.5417,26.0833,23.7917,32.7917,30.3750,30.6667,26.7500,49.2917
36.7917,26.2083,29.8333,28.1250,24.1250,29.5833,41.3750,36.5833
30.9167,20.6667,24.0417,27.6250,24.6250,28.3750,31.9583,39.7083
37.0417,27.2083,32.8750,27.8750,25.6250,27.2083,25.7083,47.7500
32.7917,24.0417,29.1250,26.0417,22.3750,28.8333,27.9167,45.3750
32.2083,22.1250,24.6667,23.9167,21.8333,24.6667,26.2917,39.0833
29.3333,23.1667,35.5833,28.4167,21.6250,31.5000,30.1667,42.3750
34.7917,21.5833,32.6667,39.6667,26.6250,28.9583,30.3750,36.8750
34.0000,26.4583,27.2083,26.4583,24.2500,24.3750,25.0833,39.4167
26.8333,22.7083,24.4583,25.4583,22.5000,24.7500,27.6250,40.5833
26.2500,20.6250,26.7917,33.8750,25.2917,30.9167,34.2500,37.8333
29.9167,20.5417,31.4167,25.7917,23.2917,23.5417,23.6250,39.5000
38.0833,29.2500,37.4583,43.7500,28.4167,32.2083,39.8333,40.7917
35.2917,21.9167,24.2500,27.5000,22.6250,28.8750,26.2500,35.2083
40.7917,24.8750,33.0000,31.5833,26.1250,29.6667,27.5833,41.2917
30.5833,19.8750,26.0833,21.9167,19.1667,24.7083,25.0833,33.0833
36.8750,23.0000,27.5833,27.3750,21.5833,25.7500,29.5833,39.8750
30.8333,21.3333,29.3333,22.9583,21.7083,22.0417,25.7917,37.4583
35.0000,27.5417,41.8333,41.0833,31.7083,38.2500,37.7083,48.5417
30.3750,23.8750,20.3750,28.4167,25.5833,28.7500,24.9167,39.5833
23.7083,22.1250,21.7083,20.6250,24.8750,22.2083,24.2083,44.2500
37.2083,27.7083,27.2917,27.2500,25.9167,27.1250,22.2500,48.0000
31.8750,25.6667,30.2917,22.9583,26.4167,22.5833,30.0417,40.5000
32.7500,19.5417,21.1250,25.2083,23.0417,23.5417,22.1667,39.9167
39.1667,22.4583,32.8750,34.0417,27.9167,34.2083,31.9583,50.0833
31.2500,22.9167,29.6667,26.7083,23.9583,23.6250,22.9583,39.4167
44.5833,26.1250,29.8750,31.3750,24.3333,30.4167,24.5000,46.7500
36.2083,23.0417,27.6667,26.7083,29.0000,27.0000,27.9167,58.2500
34.1250,23.0417,29.0833,30.5417,26.9167,29.9167,27.1667,43.5417
29.5417,21.2917,30.8333,25.5833,20.5000,21.9583,25.7917,31.7917
31.5417,26.9583,27.5833,30.9583,27.5417,29.5417,29.6250,48.7917
31.8333,24.7083,28.2500,31.1667,29.6667,25.6667,21.7083,38.8750
41.9167,26.6667,37.0417,33.9583,32.0000,34.4167,40.3333,55.5833
30.2500,21.5000,25.3750,23.5833,20.0000,20.3333,24.4583,35.0000
28.4167,20.0417,24.2917,21.0000,23.1667,29.6667,26.3750,39.5417
39.3333,25.4167,27.6250,30.7083,22.8750,34.1250,27.2500,42.2083
32.2917,21.2083,31.8333,30.9583,24.1250,29.7083,22.9583,43.2083
30.3750,23.4583,31.3333,31.0000,31.2500,28.9167,25.7500,42.9167
30.5417,28.1250,22.5000,24.8333,25.3750,22.2083,33.2083,44.2083
32.7500,22.0833,26.7083,35.0000,23.5833,29.5000,26.2500,39.4167
24.2083,21.7500,30.2917,22.8750,21.2083,23.7500,24.7083,34.7917
31.2500,21.3333,28.6250,18.6250,20.3333,19.3333,24.7083,36.2500
29.6667,20.0417,29.5417,26.1667,24.1250,22.2083,24.2083,35.5000
25.0417,21.8750,37.7083,31.1667,25.2500,36.5833,33.1250,43.7500
37.4167,21.1250,28.0417,25.3333,28.2917,28.8750,22.5417,38.3333
32.1667,20.2500,26.7917,26.7917,25.3333,23.7500,25.0833,38.1667
37.9583,24.1667,25.3750,26.5833,24.3750,32.3333,26.2500,38.7500
30.6250,25.3333,30.0417,28.0000,22.7083,24.5000,27.2917,36.1667
30.4583,25.2500,29.7083,26.1250,27.5000,29.4167,22.9167,41.0000
28.3750,22.6667,26.0833,22.1667,20.3750,21.6667,19.7917,36.9583
30.7500,21.5000,23.7500,26.3750,23.8333,26.7917,23.6667,34.8333
28.8750,24.9167,23.4583,21.9583,21.5833,22.8750,20.5833,43.3750
33.7083,26.8750,25.4583,28.1667,24.3333,32.2917,26.5000,45.9583
31.2083,24.4583,33.6250,38.2083,25.7500,34.3333,24.5833,41.2500
34.9167,25.1250,21.9583,30.8750,23.4167,30.8750,27.7500,41.1250
33.7500,22.0000,29.5000,26.2917,25.0833,29.1667,27.3333,44.7083
30.2500,24.4583,23.7083,27.6250,20.0417,25.1667,20.0833,29.8333
27.6667,21.5417,34.5833,27.2083,22.8333,23.2083,26.0833,35.4167
32.7500,28.7500,33.6667,25.8750,29.9167,33.6667,38.6250,56.5833
31.8333,24.7083,27.2500,20.7500,23.4167,20.3750,23.1667,37.5000
35.1667,28.5833,28.9167,26.9167,24.1667,24.8750,23.6667,48.7083
35.4167,24.7917,29.9167,37.4167,26.4583,27.7083,25.5833,42.3750
32.5833,24.8333,26.6250,27.8750,22.0833,27.7500,29.5000,41.0417
28.6667,30.0833,41.5417,36.6667,36.1667,28.5833,33.0833,40.4583
32.7500,24.6250,37.7083,33.0000,28.3333,29.5417,22.5417,44.0000
31.5417,25.5417,32.6667,29.4167,24.4167,25.1667,23.3333,42.4583
32.1667,24.8333,29.7917,24.4583,23.9167,23.9167,25.7917,50.5000
35.6250,21.1250,24.8333,26.2500,22.2917,27.6250,27.3750,37.4583
37.9583,35.1250,35.4583,37.1667,35.4167,37.2500,46.3333,53.5417
33.4167,22.0417,21.3333,27.4583,25.0417,24.9583,31.6667,39.9167
33.3333,21.5000,28.7500,29.5000,23.9583,26.5417,34.0000,42.4167
31.3750,23.1250,27.8750,22.5833,20.7083,21.3333,23.2500,37.2083
33.6250,26.2083,28.3750,24.2500,19.9167,28.0417,24.8333,42.7083
34.7500,22.1667,31.9167,31.0833,30.3750,27.9583,25.9167,42.7917
29.9583,27.4167,30.0000,34.8333,23.4167,29.4167,27.3333,40.8333
36.8333,20.7083,26.0417,29.4167,23.8333,23.4167,20.1667,36.2917
34.2917,23.5000,30.2500,29.4583,27.7917,26.3750,24.2083,41.0833
33.6667,28.5417,24.2500,26.7500,24.1667,27.5417,26.8333,47.0833
33.3750,23.5833,28.4583,27.7500,24.8333,24.5000,32.6250,40.7917
33.8333,22.5000,28.6667,25.4167,22.2500,25.1667,23.5000,42.9167
29.3333,22.4167,30.6667,24.5833,22.8333,25.4583,24.2500,37.6250
42.8750,25.1250,26.2500,25.1667,26.2083,27.4583,26.1250,45.5833
32.2083,24.7917,27.2083,35.1667,26.4583,29.0000,32.8333,42.0417
33.5000,20.0833,25.7917,30.1250,22.8750,29.9583,28.9167,40.8750
32.5417,18.1250,26.0833,21.7083,21.2917,20.2917,17.2500,41.5000
36.9167,24.8750,31.7500,29.3333,30.0417,30.7083,25.0833,40.2917
40.2083,26.9583,39.5833,46.2500,36.0833,42.0417,45.3333,50.9583
26.5000,18.0833,19.8333,23.7500,22.6667,19.9167,20.8333,33.2500
34.2083,24.6250,35.5417,27.0833,27.0000,27.1667,26.9583,37.4583
36.3333,26.2083,27.3333,29.5417,24.4167,27.2917,28.7500,42.7917
36.3333,27.3750,38.7917,25.8750,28.7500,28.6250,27.5833,44.4583
33.8333,21.7083,29.8333,30.1667,31.0000,30.3750,30.1250,44.4167
32.7917,21.2083,24.6667,24.0833,20.1250,21.8333,21.2917,42.8333
40.1250,25.8750,30.7917,34.6250,29.5417,31.0833,25.5833,52.1667
33.8750,20.0417,34.5000,24.2083,20.7917,24.4583,22.5417,43.1250
36.7083,26.7083,28.5000,37.4583,26.5417,36.1667,31.3333,52.7500
30.6250,20.1250,23.5417,31.5417,25.2083,28.6667,24.5000,44.1250
29.3750,22.1250,28.0000,25.3333,24.0417,22.2500,23.6250,37.0833
34.1250,25.2083,27.0000,26.7917,26.1667,27.2917,20.3750,39.0000
32.2500,21.0000,24.7917,27.7500,28.0000,22.8333,22.8333,48.6250
40.2083,29.6250,42.6250,33.4583,28.5833,32.4583,30.7917,48.1250
32.7917,22.5000,30.7500,32.2917,22.2500,29.1250,24.0833,37.0417
31.2500,25.7500,30.7083,27.6667,25.3750,25.5417,30.0417,44.1250
30.9167,20.7500,27.9167,26.1667,24.7500,27.0000,28.2917,40.1667
